2.839096347847172197e+01,1.930932998013847168e+01,1.434365722533273590e+01,1.964477328662085398e+01,7.514633978775506762e+00,1.374546787411083315e+01,2.373306033223601474e+01,2.512410859177057887e+01,8.234135640497552089e+00,2.286759067540399926e+01,3.488294446402014160e+01,2.257941644824835592e+01,7.534205405151916501e+00,1.424756601545476897e+01,1.452033238415540772e+01,2.084287172638393670e+01,1.899287014225143011e+01,5.032635586974873121e+00,1.237633176297784843e+01,2.729165157589511637e+01
2.847246285992154213e+01,1.950674172873565837e+01,1.414431283833365960e+01,1.933425088202799458e+01,7.577325421762670210e+00,1.375226808851675742e+01,2.363159578410538231e+01,2.434209899573881231e+01,8.222614865010172025e+00,2.376791227230985726e+01,3.587429485303032806e+01,2.244440209873328484e+01,7.747352981579902931e+00,1.460558627731464831e+01,1.492136662335918729e+01,2.085074427466881986e+01,1.921688072268689496e+01,5.091314447068247873e+00,1.274111647793344382e+01,2.797518955316899891e+01
2.865355221321321011e+01,1.995313239179768416e+01,1.404331626753047679e+01,1.885800215135413183e+01,7.692405549849209656e+00,1.370064302189008032e+01,2.343443692030574255e+01,2.374255365785487726e+01,8.276737294488821561e+00,2.400076468642096117e+01,3.659956160062314012e+01,2.229116501806660011e+01,7.732930055822046178e+00,1.523310540003158131e+01,1.521020676311200148e+01,2.098630736874422098e+01,1.941868808880890640e+01,5.315029924348655399e+00,1.335467891587545175e+01,2.862563077440844950e+01
2.854017154964562053e+01,1.942763015975991436e+01,1.435868565645636430e+01,1.935622224768946609e+01,8.318908137517379231e+00,1.379181133047101326e+01,2.330558892874829979e+01,2.368258613483137509e+01,8.427848596577502960e+00,2.404458884405639196e+01,3.689667279052456195e+01,2.212767020967685028e+01,7.827108899028974776e+00,1.555648883348021450e+01,1.546839652756033168e+01,2.142805547644444530e+01,1.956366072929738920e+01,5.568071296284911043e+00,1.362245274175559651e+01,2.867699543075870139e+01
2.818134098977386515e+01,1.939668696704340078e+01,1.515088848927726062e+01,2.062055254599358634e+01,8.604054299891236823e+00,1.361608988848311164e+01,2.347998354333169502e+01,2.433519987092220305e+01,8.478157761513504198e+00,2.356265054919345303e+01,3.683573730479044883e+01,2.216366400470612064e+01,7.726137454409133909e+00,1.562815883986583998e+01,1.657197008924840276e+01,2.226836802294316797e+01,1.956997139234469074e+01,5.658169868939701530e+00,1.335688570183083179e+01,2.787294146493780289e+01
2.747910652007496424e+01,1.954157757700892972e+01,1.594921679775040957e+01,2.193149639083595659e+01,8.813481906262584431e+00,1.391502885125499667e+01,2.416849319772218863e+01,2.608034215357362839e+01,8.783008255382336316e+00,2.180323690597828801e+01,3.542218217833179494e+01,2.302481428627835669e+01,7.679161838985946176e+00,1.521175567738559131e+01,1.898428799636047515e+01,2.367532920489825088e+01,1.992954603734181873e+01,5.174761373232730222e+00,1.287319639798317539e+01,2.612541562139900719e+01
2.639831670540526076e+01,1.978744352434462073e+01,1.776756061123098718e+01,2.447063006906412141e+01,8.774963501367643914e+00,1.432599976097965389e+01,2.514579937668434440e+01,2.951257635027202753e+01,9.463557489139388323e+00,1.903327600370811012e+01,3.176742361457023733e+01,2.447785015513467144e+01,7.406060899883420312e+00,1.411042289804701610e+01,2.195961987963476147e+01,2.571685555393334255e+01,2.078711944534035894e+01,4.614757998841556130e+00,1.212635604193633299e+01,2.300886306422041017e+01
2.606546180635276500e+01,1.898616363329682954e+01,1.984229991185610231e+01,2.727863788167488934e+01,8.315179579153932465e+00,1.416470506648937011e+01,2.506630083985114865e+01,3.689987565656201696e+01,9.612141673525041341e+00,1.659920710547341116e+01,2.983265105600950307e+01,2.450550652685515729e+01,7.357795772291477299e+00,1.312513995973284509e+01,2.529102546312824984e+01,2.674550314405931317e+01,2.062006801682007051e+01,4.139316085167485504e+00,1.110916206043345333e+01,2.039238780300423670e+01
2.528617355502658270e+01,1.880480405066350258e+01,2.191096006822780851e+01,3.083017740689170694e+01,7.750005889001140069e+00,1.388647478371643729e+01,2.526733441494879528e+01,4.259733417822732093e+01,9.815378055575159522e+00,1.430270629663996296e+01,2.595103162540453567e+01,2.480539283137077433e+01,7.134560023475036594e+00,1.179524108953529549e+01,2.831710735056113393e+01,2.945364979833848551e+01,2.251411817058356135e+01,4.074292663197771169e+00,1.012629463578260491e+01,1.803717291331368600e+01
2.466903332275765948e+01,1.915359009546489588e+01,1.917321849166209446e+01,2.799671207684742313e+01,7.155957176751178928e+00,1.374569133850015135e+01,2.526351469782602521e+01,3.756950740554748336e+01,9.302828875233306150e+00,1.600952090080388146e+01,2.617514663858484880e+01,2.483420182201141202e+01,6.274066401778132906e+00,1.279910262739705296e+01,2.988455466478697886e+01,2.744186132506778719e+01,2.264496387225213780e+01,4.694658550542310849e+00,1.091695373869570318e+01,2.038090673419939591e+01
2.498014438963840433e+01,1.907597331205227320e+01,1.712183472195660627e+01,2.575901996660995152e+01,7.796948396464125963e+00,1.391919278167861229e+01,2.682315525580241911e+01,3.092530196217762750e+01,8.837805074146270812e+00,1.869933255547866224e+01,2.821857766456868077e+01,2.396189105153520416e+01,6.418949684910725040e+00,1.371219878887259469e+01,2.575965491193818480e+01,2.542957712572637519e+01,2.236379915227304238e+01,5.274183851294030667e+00,1.213448901527622148e+01,2.410499356346556254e+01
2.539429334411970629e+01,1.880891177552616256e+01,1.540447244444628438e+01,2.386131894359138172e+01,7.906685468173617615e+00,1.418408128227090792e+01,2.733571242159139913e+01,2.755962451680079184e+01,8.554270359673065371e+00,2.077343173083511374e+01,2.986306995823381527e+01,2.240086685218319218e+01,6.552808681904143562e+00,1.415079683175839342e+01,2.310180785112310176e+01,2.406847117131503211e+01,2.212868577541536297e+01,5.515220766621093063e+00,1.313317630829371296e+01,2.685159699707810432e+01
2.655003643481531483e+01,1.908169504943863259e+01,1.417783662633809350e+01,2.217947287376521714e+01,8.209548389891144993e+00,1.398149160402617142e+01,2.577038352295354429e+01,2.387195763084907796e+01,8.240856013205265285e+00,2.313360458258278740e+01,3.288658696083150801e+01,2.125476369059787274e+01,6.968994460410658398e+00,1.516074439703159094e+01,2.020370467047541041e+01,2.279421982586158180e+01,2.145789722043622305e+01,5.540351315329797188e+00,1.344509397718442401e+01,2.947821226899415947e+01
2.733302979886066453e+01,1.953727087046251754e+01,1.399628386586502593e+01,2.173802553322420295e+01,8.052427054286242836e+00,1.413335490975741315e+01,2.554969098318662901e+01,2.288651820372638923e+01,8.141030315328590561e+00,2.349518770467942730e+01,3.358173291793931270e+01,2.119323478101714642e+01,7.080192796002132027e+00,1.512200675748177936e+01,1.817950241788500065e+01,2.223959368720632668e+01,2.081019932821685003e+01,5.571717956322585152e+00,1.321024832436887309e+01,2.961111874896405283e+01
2.830935840296309891e+01,1.988665777361774190e+01,1.424839002283176015e+01,2.177101906464258718e+01,7.999489491869378632e+00,1.441303084781455546e+01,2.552001595858851601e+01,2.299983657327199538e+01,8.092665924325265436e+00,2.269620908681554283e+01,3.280546767835001987e+01,2.174483334598565776e+01,7.230257844284141200e+00,1.496331414094449741e+01,1.684607944627930820e+01,2.218639146467124235e+01,2.038067869613861660e+01,5.181581646424908705e+00,1.281168101501113021e+01,2.865639480353141977e+01
2.871504608178882023e+01,1.963465176233836473e+01,1.444646297225034104e+01,2.142653586856639336e+01,8.056687341087359400e+00,1.394457125391196506e+01,2.469527089475772286e+01,2.345383833693733422e+01,8.014394930737385181e+00,2.274001452856937888e+01,3.382960179303684356e+01,2.124213368055755780e+01,7.492938850924841354e+00,1.508786940394800347e+01,1.583823883317897163e+01,2.160984756914012905e+01,2.003108141820340649e+01,5.169553946961748636e+00,1.276022775941699550e+01,2.788011621785753391e+01
2.864337712443344230e+01,1.946919784155688049e+01,1.442253679534748478e+01,2.091076252825608606e+01,7.870081771311458141e+00,1.359432568272694652e+01,2.427586043144854600e+01,2.416739332092421222e+01,7.974178611783666604e+00,2.271176139399647909e+01,3.450624675251894757e+01,2.128668008928895006e+01,7.603531075399551753e+00,1.492127588929171189e+01,1.557732646400380538e+01,2.137464138355540655e+01,1.956860892161853727e+01,4.869372025887225952e+00,1.256687124763936048e+01,2.702901108162549804e+01
