7.053840102147812274e+01,4.669853627436779675e+01,3.678418723505547661e+01,5.079983543606844876e+01,1.505270457033164533e+01,3.534027022255680350e+01,6.320148192245324736e+01,6.020361565135493720e+01,1.989096738267740960e+01,5.302096836377136668e+01,8.413718502939492794e+01,5.663383880574251350e+01,1.908861851521567488e+01,3.407263059283356199e+01,3.734662967012268098e+01,5.396796386056993100e+01,4.745503406066385566e+01,1.084130948554032159e+01,2.876221073758492963e+01,6.226425438243144583e+01
7.113552956546610062e+01,4.724158897635537357e+01,3.706850309346106798e+01,5.129006021195379361e+01,1.529074535736763885e+01,3.571879593491495086e+01,6.383936543224690041e+01,6.059278009203475079e+01,2.008403912378108203e+01,5.349203205408903727e+01,8.494905306309415494e+01,5.727434277358121761e+01,1.925363345989140029e+01,3.433554970993099431e+01,3.765754514641795936e+01,5.437461829699221738e+01,4.784585579793500898e+01,1.092434456350497740e+01,2.901641710859099987e+01,6.276816061979947392e+01
7.167768824457360211e+01,4.778613265784583319e+01,3.735015655325091188e+01,5.163340902791238562e+01,1.551074433883208847e+01,3.601989834058436912e+01,6.444252250641865487e+01,6.103410242905052030e+01,2.021851974868566870e+01,5.405820311708937709e+01,8.584055134375370244e+01,5.785637901421379325e+01,1.940646389767845648e+01,3.473713037252495894e+01,3.795774101905605136e+01,5.475547821540014581e+01,4.815817210124166081e+01,1.101019701148425334e+01,2.928695949550721522e+01,6.344445867510529524e+01
7.236087274705903383e+01,4.826332715644133486e+01,3.764997611478246853e+01,5.197548125368609107e+01,1.567204161939244500e+01,3.637994764378745316e+01,6.495002047053266381e+01,6.139624063516389896e+01,2.042217368374084430e+01,5.455595477161674722e+01,8.673991264696654468e+01,5.848026226602728173e+01,1.957045628776798907e+01,3.503403441694485565e+01,3.820788757963642723e+01,5.515904132198556908e+01,4.850110619528751243e+01,1.112655121171650485e+01,2.963558843839502899e+01,6.408656523362863311e+01
7.294379808257252762e+01,4.869636423980639961e+01,3.801549004076399285e+01,5.235588860596899252e+01,1.584982179180035011e+01,3.669558276648675843e+01,6.548996458658827180e+01,6.178495163905830623e+01,2.057540122883282763e+01,5.512610567416029284e+01,8.756260938212564326e+01,5.909885732155625249e+01,1.969153386144023443e+01,3.541230323650630396e+01,3.851310585505194695e+01,5.561412570232090502e+01,4.889113849151357982e+01,1.122021454294869436e+01,2.992676452565930845e+01,6.463473225666224664e+01
7.356160140741256726e+01,4.912011781427144541e+01,3.825766653077855040e+01,5.270063241015967748e+01,1.601428152348881540e+01,3.701157000974644973e+01,6.620541277457107299e+01,6.219056247003043580e+01,2.074800168971656333e+01,5.555944210236262393e+01,8.839554935972900296e+01,5.980494998079678481e+01,1.986839435448887059e+01,3.576365923066076391e+01,3.888428042800343576e+01,5.594055438990841367e+01,4.927165686989750526e+01,1.133093452151997660e+01,3.017879680907689988e+01,6.511975016789678250e+01
7.424350226061108060e+01,4.960450303758361912e+01,3.847745131421867626e+01,5.299379812009966173e+01,1.619450041654423345e+01,3.735888801185282659e+01,6.686419720875126416e+01,6.253780341299529510e+01,2.090403611786393867e+01,5.606656839447763474e+01,8.918887371631753069e+01,6.046556291187130938e+01,2.002014569962573631e+01,3.603903610493483001e+01,3.923535748590850858e+01,5.637612467814662409e+01,4.955144433923970837e+01,1.143211548801193622e+01,3.046062688597630341e+01,6.568386003641676041e+01
7.475599482700499721e+01,5.005188208555637885e+01,3.879171706314096468e+01,5.329470396761712436e+01,1.638735752073481322e+01,3.774227168621059292e+01,6.745815098926398434e+01,6.292306810673539985e+01,2.104700357171435599e+01,5.644737228091400993e+01,8.991611459715149124e+01,6.114827715075194448e+01,2.017324195618283156e+01,3.632137879366161570e+01,3.972531180601949785e+01,5.676106439429751305e+01,4.989177296029189534e+01,1.154057816702590422e+01,3.064519570054747533e+01,6.619719616778480997e+01
7.521656063173648477e+01,5.057376288705935963e+01,3.903498407132684633e+01,5.360731882100073165e+01,1.653620232858006034e+01,3.804968628864509839e+01,6.805937676486753674e+01,6.345945649803296362e+01,2.117108946804003722e+01,5.674121392001443809e+01,9.053669852114872185e+01,6.186423717065012795e+01,2.032149564431035316e+01,3.659765410067506508e+01,4.011750910553232785e+01,5.724690790587621336e+01,5.017376417851453851e+01,1.163861301332602238e+01,3.080344497951341509e+01,6.658856915625375450e+01
7.463853715232677644e+01,5.036297044540646795e+01,3.877761154530121956e+01,5.318940471001319992e+01,1.649114984106029880e+01,3.787630075279166419e+01,6.757389721642182678e+01,6.298050432533033671e+01,2.102877271867636821e+01,5.647937446257372329e+01,9.017621554374875359e+01,6.150404017976768500e+01,1.935210208518040886e+01,3.638968076988759037e+01,3.972037032740084328e+01,5.656305129713230428e+01,4.980184564146445325e+01,1.158511862919461066e+01,3.066392104324802048e+01,6.621560572128831268e+01
7.408891714200575507e+01,4.990032526616302277e+01,3.845364903463404715e+01,5.279539916662723442e+01,1.635194342917429822e+01,3.762240612610565194e+01,6.701283136610490487e+01,6.276316685840401277e+01,2.082760168464535866e+01,5.605288019164284208e+01,8.964378835196221473e+01,6.083920502518220275e+01,1.909877176102042995e+01,3.614218137809417186e+01,3.937381903227419144e+01,5.600996786908851277e+01,4.926067491705229884e+01,1.152420626879680654e+01,3.043687946293772839e+01,6.573831802519453049e+01
7.361278305135262201e+01,4.952091083467394839e+01,3.821885656096225148e+01,5.239415615487858702e+01,1.614826576926933299e+01,3.727310012346833901e+01,6.654786467611027945e+01,6.242957235526009185e+01,2.067578071971441034e+01,5.563312562972838293e+01,8.894285601882566539e+01,6.011804499340114205e+01,1.887415145770740210e+01,3.588995534398799947e+01,3.889453543801419499e+01,5.544473974644269987e+01,4.875647306692138017e+01,1.144395143757472155e+01,3.020146197650303321e+01,6.526096269947399264e+01
7.301663238943071121e+01,4.915536424875417509e+01,3.798505708760135491e+01,5.206125522080814960e+01,1.594384376528146241e+01,3.689670714668226736e+01,6.596221077693144252e+01,6.208411680201794525e+01,2.052032616210921034e+01,5.514561251001738640e+01,8.817271753677245272e+01,5.956472119219734651e+01,1.870885788737165356e+01,3.557843811411429158e+01,3.850287834942334086e+01,5.487066522722852113e+01,4.829745264273756788e+01,1.133115402956310369e+01,2.993818709877997364e+01,6.474156549582539810e+01
7.245384681171019281e+01,4.874183307336229376e+01,3.770260065173869179e+01,5.168856671042087214e+01,1.575698724842108511e+01,3.654543650993975490e+01,6.528417804924158929e+01,6.168121715289963447e+01,2.033342790195537475e+01,5.464889163016027851e+01,8.738577476616059414e+01,5.910393821055421171e+01,1.856123810620577785e+01,3.529835491960241001e+01,3.801308094714200791e+01,5.437607360310705218e+01,4.788461739035240328e+01,1.125697297909435513e+01,2.975306546977059341e+01,6.413473530336230510e+01
